username,date,Helpful count,stars,review title,Review text,Badges,Top Contributor
Sherlock,"Reviewed in the United States on March 29, 2016",,5.0 out of 5 stars,by a dear friend to read and loved it. I am so glad that he brought ...,"Was loaned this book years ago, by a dear friend to read and loved it.  I am so glad that he brought Stieg Larsson to my attention.  I then bought it to read again, and this has to be one of the best books ever for plot and exciting twists and turns.  This book will keep you on the edge of your seat with every page.  You will want to keep reading right up to the last page.  Then remember that there are three books to follow.  Wonderful book.",,
Amazon Customer,"Reviewed in the United States on January 16, 2012",,2.0 out of 5 stars,Slooooooow,"I was intrigued by the movie previews and I'm a firm believer that the book is almost always better than the movie, so I was ready to enjoy this one.The book was extremely slow getting started, and never reached the status of ""page turner"".  The author has a very annoying habit of going into painful detail often on subjects of no significance.  I don't need to know what processor, how much RAM, how big a hard drive, and other details to grasp that the girl has a top of the line computer...he already said that in the first sentence.It also commits the all too common sin of coming to the climax, and then continuing on for chapter after chapter wrapping up all the loose ends on what was essentially a minor side story.I really wanted to like this one, but wish I had started in the middle and quit after the main plot line wrapped up.",,
Ms Gadget,"Reviewed in the United States on February 19, 2010",,5.0 out of 5 stars,Read first,"I've just begun it but give this book 5 stars because it provides some context for The Girl Who Played with Fire, which stands very well on its own but benefits from the 'so that's why!' of The Girl With the Dragon Tattoo.The characters are brooding, full of back story, and complications but they're intriguing enough that you hang on for their actions and reactions.  Plot moves at just the right pace - slow enough to get a sense of the actors but not so slow you'll want to skip ahead.This book is about a guy who starts off on what you might suspect is the typical hero's journey but you'd be cheating yourself to dismiss so tightly woven a thriller.  Buy this and read it over time.",,Top Contributor: Knitting
Amazon Customer,"Reviewed in the United States on March 21, 2014",,5.0 out of 5 stars,"this is my favorite.  what it says about me. I don't know, but salander is the hero to me!","When I first picked up this book, I had trouble getting into it. For several years, it sat in the iCloud taking up space.  When I realized the movie hit the TV screen, I believed ,as I always do, that the movie will be better entertainment for me, if I have read the book.  I picked it up again, and found the first three chapters so disjointed, I throughly expect to forsake reading  for good, but then Salander came on the scene and I was hooked,  the characters are not what I expected, but only that made the book more interesting!  I highly recommend this book!",,
D Mike,"Reviewed in the United States on February 15, 2010",,4.0 out of 5 stars,Overall a worthy read,"This book kept appearing on recommended lists for me, and I finally caved and bought it. The book starts out slowly, if a bit stiffly. I can't help but wonder if the sometimes awkward language has to do with the translation. There were times when I felt myself chafing a bit at the authors prose, but I attributed it to the vast differences between tongues.The book takes a bit to get into - at least for me it did - but when I finally bought into the plot, it was a page turner. The book is quite complex, and has numerous plots and sub plots - so much so that you really do need to reference the included family tree.In the end, definitely worth a read, but perhaps not all of the hype.",,
Gregory Forsthoefel,"Reviewed in the United States on December 9, 2012",,4.0 out of 5 stars,Mostly a Good Story,"The book was very similar to the movie with only one major difference. So if you liked the movie, you'll probably like the book.There were two qualities about the book that distracted me from liking the story more:1.  The author is/was a crusader.  And while his cause is good, I felt betrayed in that in order to read a good story, I had to also read his propaganda.  I suspect though that his cause is a thread that winds through all three books.2.  The translation from Swedish to American English is not good.  Maybe it works better as British English.  There are dozens of places in the book where I sat back and thought, ""What's he trying to say?""  or ""We don't say things like that"".  Early in the book I thought it would improve, but it didn't.  However the story's mystery and suspense overrides the suboptimal translation.Overall, good story, while those two points kept me from enjoying it more.",,
J. Niceley,"Reviewed in the United States on January 18, 2010",2 people found this helpful,4.0 out of 5 stars,Different and Intriguing,"First of all, I enjoyed this book tremendously.  I struggled at times because I was unfamiliar with the Swedish place names; and many of the character names were so similar that I had to keep a running list to distinguish them.  But the story is AMAZING.  After I looked up some bio info about Larsson, I understood the story more.  I recommend that readers check him out as well.  The other reviews here describe the story, so I'm sticking to the ""why"" you should read it.  It's a tale with corners, closets, twists, and turns.  And the character development for Lisbeth and Blomkvist makes them ""real.""  This novel and the next (The Girl Who Played with Fire) are excellent reads for people who enjoy getting to know the characters and taking a fascinating ride along with them.",,
debashis chatterjee,"Reviewed in the United States on July 14, 2016",,4.0 out of 5 stars,Best part of the trilogy,"The story really holds the reader's attention. It crisscrosses between two storylines, one about the disappearance of a woman many years ago, and a current investigation of a journalist into some financial malpractices, and ultimately the two storylines intersected at the end. The two main protagonists are the battle-scarred journalist in his early 40s and a computer genius lady in her early twenties. Some of the gory content could have been easily avoided without diminishing the value of the book. Overall quite a gripping thriller and was a good read.",,
Aaron S. Jacobs,"Reviewed in the United States on July 11, 2010",One person found this helpful,4.0 out of 5 stars,"A slow start, but a strong finish","As with just about everyone, I heard about the book by word of mouth.  I decided to download it to my Kindle and, after reading the sample, thought it was worth the $7.15 gamble.  After eventually getting around to the book, I made it through a few chapters and thought it was OK.  I almost put it down (or, more accurately, started moved on to the next book on the Kindle), but I decided to press on in light of the buzz Larsson's books have generated.  I'm glad I did.Perhaps it is because it was Larsson's first book and, presumably, he wrote the earlier sections first, but the book took a while to get into.  Don't let that stop you.  Once I made it into the heart of the book, it was enthralling and I had a hard time putting it down.  Indeed, I was so taken with it that I wandered off to another room when I got within striking distance of the finish so I could read after my wife had gone to sleep.Larsson's strength is not character, at least not in this novel.  Blomkvist, the primary protagonist, just isn't all that interesting, and I didn't care much about his background and life.  Salander has a little more depth, and she starts to really come through by the end; you can tell that her psychology (and psychopathy) is going to shine at some point, just not in this book.  Larsson's strength is, instead, a story that keeps you hooked.  In that respect, this book was somewhat like Neil Stephenson's books:  One dimensional characters of vague interest in vaguely absurd settings that keep your eyes on the page and your mind so engaged you can't put it down.",,
Kirk,"Reviewed in the United States on March 27, 2015",One person found this helpful,3.0 out of 5 stars,OVERHYPED AND BLOATED,"I wanted to like this novel a lot.  Instead, I had to slog through it and ended up liking it just a little.  It was about twice as long as it needed to be to tell the story, the characters are uniformly difficult to like, and if those Swedes really drink that much coffee, they must NEVER sleep!Seriously, it's an interesting plot with a strong climax, but it's not exactly a page turner.  Getting to that climax is too much work.",,
sadiesaidhorror,"Reviewed in the United States on February 15, 2014",One person found this helpful,5.0 out of 5 stars,The Girl with the Dragon Tattoo;  Men Who Hate Women,"The most captivating and intriguing book of the series, The Girl with the Dragon Tattoo is a wonderful introduction to heroine Lisbeth Salandar.  In my opinion, the books to follow feel more and more incredulous as the Millennium Trilogy grows on.  However, you should not faulter from Lisbeth’s premier.  The imagery and family history cast up by Sir Stieg Larsson is exceptionally unique for its time.  Lisbeth is invigorating and unrelenting.  Her zeal for justice and revenge make you want to be her…  Cautiously though, because she suffers terribly at the hands of Men Who Hate Women; the directly translated title of this spellbinding novel.",,
L. J. Roberts,"Reviewed in the United States on November 9, 2009",3 people found this helpful,3.0 out of 5 stars,A lot that bothered me...,"First Sentence:  it happened every year, was almost a ritual.Journalist Mikael Blomkvist trusted his source and ended up being convicted of libel.  Lisbeth Salander is a tattooed punk about whose history no one knows, but is a very skilled investigator.  They join forces to solve the case of the missing grand-niece of an elderly, wealthy industrialist with a completely dysfunctional family.The opening is excellent; not overly dramatic, but subtle and intriguing.  After that, however, it took me a long time to get into the story.  I found the first half of it a bit plodding, but at no point was I tempted to stop reading.In retrospect, I realize my overall feeling was that I liked the book, yet when I look at it in parts, there was a lot that bothered me.  I like particularly liked Liz.  She was, by far, the most interesting and intriguing character, and I want to know more about her.  The other characters weren't bad but didn't do much for me.  Even Mikael only became really interesting after he and Liz starting working together.  The author has a thing about names with ""B"" and ""S"", which became distracting.He also likes portents--little ones, occasionally--but they drive me crazy.  Another irritant was that the book was filled with product placement; it occasionally seemed to be a large Apple advertisement.On the other hand, I was amused by the references to the contemporary mysteries the character was reading.  I do wish the sense of place were stronger.  The village could be set anywhere where there is winter; I don't get a real sense of it being Sweden.The plot itself was only okay.  There were almost three plots; Mikael clearing his name, Liz obtaining her freedom and the missing granddaughter.  Larsson did do a good job in bringing the three plots together, yet it all felt a bit improbable.I might read the other two books in the series, but don't feel compelled to so do.THE GIRL WITH THE DRAGON TATTOO (Myst-Mikael Blomkvist/Lisbaeth Salander-Sweden-Cont) - GLarsson, Steig - 1st in seriesVintage Crime, 2008, Trade Paperback- ISBN:  9780307454546",VINE VOICE,
W. L. LaCroix,"Reviewed in the United States on March 6, 2019",,5.0 out of 5 stars,Riveting,"This is such a best seller, I don't feel the need to review it very thoroughly. I haven't tried the next trilogy but really loved the first three in this series written by a different author.",,
Rayven,"Reviewed in the United States on October 12, 2013",,5.0 out of 5 stars,Hooked,"I bought this after seeing the movie. I was hooked instantly (and am now in the process of reading book 3)I started reading the night I got it and couldn't put it down until I was finished (which was around 6 in the morning).I -should- take 1 star away for packaging though. I bought new and it looked Used. Packaging could've been better too, was sent in a bubble mailer nearly 2 sizes too small. In fact, it had a hole in the bottom of it. (sorry, I'm -really- picky about how books are treated)But, that aside, I'm putting the stars towards the book/story itself which was amazing.",,
James M. Turner,"Reviewed in the United States on April 22, 2016",,5.0 out of 5 stars,Would you like a good mystery and some insight into Swedish life,"Would you like a good mystery and some insight into Swedish life? This will do it. The movie is outstanding but the sheer complexity does not become clear until you read the book. And it just keeps going with the next 2 books, Girl Who Played With Fire and Girl Who Kicked the Hornets Nest. Read all three and you will be rewarded with many hours of entertainment. Of all 3 I believe the last book is perhaps the best one.",,
N. Bilmes,"Reviewed in the United States on October 29, 2012",,4.0 out of 5 stars,"Tough Going at First, But then....Yowza!","If I hadn't seen the movie, I don't think I would have lasted through the first 200 pages of this book. There is no way the early parts of this novel could be called a 'page-turner' by anyone who isn't a Swedish Fan of tourism.  Once the book gets past page 200 the thrills start. There are two investigations that dovetail, action, some mild sex, crisp dialogue, and a great story about journalism and economic shenanigans that I found more interesting than the other parts of the book.I ended up liking this, but am glad I didn't buy into the hype a few years ago.  I would have been very disappointed.",VINE VOICE,
Dovilla,"Reviewed in the United States on January 18, 2013",,5.0 out of 5 stars,Second time around,"I started reading this book a couple of years ago and just couldn't ""get into"" it.  When it was on Kindle's Daily Deal, I thought I'd give it one more chance.  My advice to you: Don't get discouraged and stop reading the book.  After I got about one-third of the way through it, I couldn't put it down.  I just finished it, and I am SO happy I stuck with it this time. I highly recommend this book and will be buying the second in the Larsson trilogy.  ""The Girl"" is an amazing character, and her feats are astounding.  So happy to see ""The Girl..."" revisits us in Larsson's next two books.  Can't wait to read them.",,
Ben Carlyle,"Reviewed in the United States on January 22, 2014",One person found this helpful,4.0 out of 5 stars,Get Prepared to be Whisked Away,"Finally got around to reading these books everyone has talked about, and I wasn't disappointed. Just when you're ready to settle in for a descriptive journey to Scandinavia, you're whisked away into a riveting action-packed mystery. The characters are so well-drawn, you could dream about them.There are certainly some gory scenes, some gratuitous, and so it's not a book for everyone. I did love being so effortlessly immersed into a faraway world. Ultimately, however, there's not enough inspiring material to feel the graphic scenes are really worth it. But that's not an objection everyone will have of course.If you like immersive action and mystery with a nice dose of social justice and strong women characters, you will surely not be disappointed with the adventures and exploits of Lisbeth Salander. You're more likely to want to find the Lisbeth Salanders of the world and say hello.",,
Deborah M,"Reviewed in the United States on November 4, 2010",6 people found this helpful,3.0 out of 5 stars,The Core Mystery Is Great; Everything Else is Meh.,"I was really, really looking forward to reading The Girl with the Dragon Tattoo. How could I not? It's been on the best-seller list for ages, and people I know have raved about it over and over again. I guess I was a bit surprised to find that even though I enjoyed it, I wasn't thrilled with the book at all. In fact, the more I thought about it, the less I enjoyed it. A few thoughts:---The main mystery is very, very intriguing and I liked reading about Harriet Vanger's disappearance. There are some interesting twists and turns in this storyline, and it fully kept my attention. My only quibble is that it really doesn't take up very much of the book at all.---I really hated the portions of the novel (basically the entire beginning and ending) that involved Blomkvist and his magazine. Once the mystery is solved, there are about 100 pages devoted to Blomkvist trying to salvage his reputation and get back at his nemesis, Wennerström (who, strangely enough, we never actually meet in the book; he is only referred to by other people, lessening any impact he could have for the reader). I can't even begin to describe how boring this was for me to read. I found myself scanning page after page, desperately wishing this storyline would come to an end.---There is a very unnecessary rape scene in the book, which I did not expect. I don't mind violence in my reading material, but I felt like this scene was immaterial to the story at hand. There are better ways of showing the vulnerability/revenge tendencies of a character, and the entire thing struck me as gratuitous. I found it painful to read.If you took out the scenes of Blomkvist's business troubles, I think you have a really stellar mystery on your hands; unfortunately, the mystery is sandwiched in between a lot of instances I just couldn't bring myself to care about. Lisbeth Salandar is an interesting character, and I wished that the book focused more on her, as opposed to the exceptionally bland Blomkvist (why are women constantly falling for this beige, boring man?). Still, there is something very intriguing about this book, even though I can't quite put my finger on it, and I just may read the next entry in the trilogy.Note: I bought the Kindle edition and was pleased to see that it was well-formatted and did not contain any major errors.",,
Amy K,"Reviewed in the United States on December 31, 2010",One person found this helpful,5.0 out of 5 stars,Couldn't put it down...,"Hard to describe this series in a few words, but I thought they were brilliant.  I don't normally read mystery/thriller kinds of books, but I thoroughly enjoyed them.  They read with the pace of a Jason Bourne movie.  Sweden made them into movies, and I'm hoping Hollywood does their own versions.  The first book was definitely the most graphic...and I think I enjoyed the plot of the 2nd two books best.  Some of my friends didn't like the first one for the way it deals with severe sexual trauma...but if you read all three, you understand why he put that in there.Overall, what stuck with me about these books is the way that Larsson exposes injustice against women.  Aspects of Lisbeth's story will strike a chord with many female readers, I think.  It's refreshing to read something that goes to such great lengths to get across the message he was trying to convey.  Tragic that he's no longer around to be interviewed by Oprah.  :)",,
Courtney Newlin,"Reviewed in the United States on February 22, 2020",,5.0 out of 5 stars,Loved this book!,"I thought the book started out a little bit slow, but you have to hang in there. Eventually I got sucked into the mystery and truly enjoyed reading it.",,
Rudolph,"Reviewed in the United States on June 8, 2010",,4.0 out of 5 stars,SUPER GIRL,"Personalities of the girl and the journalist in the story are well developed by the author. That creates tolerance to overlook super feats by the girl. The journalist manages to have affairs with every female he meets - don't know what this says about Swedish permissibility. Computer fans will love use of the internet to follow leads and gather information. Starting with our journalist loosing a court battle, the plot swings to a search for an industrialist's niece who has been missing for 36 years. Threads followed to solve things are very nebulous and only with determination and persistence can things progress. A good read but maybe slightly overrated.",,
Cynthia W. Swain,"Reviewed in the United States on September 29, 2010",,5.0 out of 5 stars,BEST FICTION IN A LONG TIME,"I am an ""audiophile.""  Since listening to my first audio book, I've been hooked.  This entire series is magnificantly written,extremely entertaining and well researched.  Usually, if I see a movie before I read a novel, I'm not inclined to read it afterwards.  This was the exception.  The Swedish version of the movie was so well done, that it made me want to know the characters, especially Lisbeth, even better.  The novel did not disappoint.  The reader is extremely talented and makes the books even more interesting. I understand they're planning an American version of this novel.  It's difficult to imagine that the original could be improved upon.",,
Donald F. Markley,"Reviewed in the United States on May 18, 2010",One person found this helpful,5.0 out of 5 stars,This Dragon Lady has quite a bite!,"The story asks the reader to make an investment in the process by providing a good bit of background information and setting the scene without much action for the first third of the book.  But if you can hold out for the first 200 pages, it really benefits the progress of action in the remainder of the book.  The two main characters are drawn so well that you can get inside there heads as the ball starts rolling and you become part of the force that drives the story.  There is sufficient detail during the investigative phase to make the story authentic and the resolution is realistic and unpredictable.  There is an epilogue of sorts that is a bit unusual and quite delightful.  A great read!",,
aPriL does feral sometimes,"Reviewed in the United States on August 16, 2011",,5.0 out of 5 stars,i loved it unconditionally,"everything about this book grabbed me.  it is the first and best of the trilogy.  unfortunately, the other two in the set do not maintain the high intensity and major mystery atmosphere of this novel, but they are good too.  yes, it also is thriller novel material, but that doesn't mean it can't be a great book too.  it is intelligent, researched and hugely exciting.  a ""start reading on a Friday"" book because you will be reading through the nights to find out what happens next.  i'm so  glad i didn't discover this book until all three books were published, because i would NOT have stood it waiting for the next installment!",,
Gary Griffiths,"Reviewed in the United States on September 11, 2009",One person found this helpful,5.0 out of 5 stars,If Hitchcock was from Stockholm...,"His work would probably look a lot like this.Believe the hype - the late Stieg Larsson's ""Girl with the Dragon Tattoo"" is that rare best seller that is well written and intelligent while complex and threaded with multiple themes without sacrificing readability.Mikael Blomkvist, an investigative reporter and principal in a boutique Stockholm financial periodical, is trapped in a libel suit against a rich and powerful industrialist.  In order to protect the identity of his source, he mounts only a feeble defense, costing him a short prison term, his job, and his reputation.  While in forced a exile aimed at figuring out where to take his wrecked life, he is contracted by the retired business scion Henrik Vanger, an octogenarian tormented for half of his life by the unsolved disappearance and apparent murder of his grand niece Harriet.  Vanger offers Blomkvist the lucrative opportunity to chronicle the Vanger family history as a ruse for investigating Harriet's demise.  Enter Lisbeth Salander, an anorexic twenty-something pierced and tattooed social recluse, but a personal investigator enigma of idiot savant-like capabilities.This is a multi-layered novel that delivers across increasingly deepening strata.  On the surface, it is simply a terrific mystery - a well spun yarn of a four-decades old murder, the classic ""murder in a locked room"" set on an island made inescapable due to a wrecked tanker blocking the bridge, a game of ""Clue"" played on an epic scale.One level lower, it is a pleasantly twisted love story that only works given Sweden's casual morality and sexual freedom.  Larsson's romance angle fits deftly into the storyline, never distracting the reader from the primary dark path along which the author leads, but building sexual tension that complements the sinister storyline.  Which says a lot about Larsson's well-drawn and likeable characters, from the affable Blomkvist to the aggressive and infinitely more interesting Salander, a disturbed and dangerous young woman with open surface hostilities masking and protecting a more sensitive inside.  Salander is the latest - and best - of strong renegade punk female protagonists, a trend that goes back at least as far as Cae Hardin in Boston Teran's cult crime classic ""God is a Bullet"", and more recently in Joe Hill's ""Heart Shaped Box"" or Derek Nikitas' gripping but undiscovered ""Pyres"".On a deeper level, Stieg Larsson's Scandinavian backdrop is the perfect setting for this story that, like Sweden's seasons and culture, turns unexpectedly brutal despite the pastoral and friendly setting and genteel society.  Socialist Larsson takes multiple swipes at capitalism and those who practice it, but thankfully he stays far enough away from the soapbox to preserve the strength of his story and his cast.Larsson may be at the top of a recent flood of fine Scandinavian crime fiction translated for US readers.  While still capturing that classic fatalism of northern European lit, Larsson stops a few shades light of Arnaldur Indridason's Stygian black but gripping Icelandic crime novels featuring the morose Inspector Erlander Sveinsson.  And if his prose falls short of Karin Fossum's beautifully written Norwegian mysteries, Larsson is, if not more readable, at least more commercially attractive.  Or Jo Nesbo, whose Oslo settings may be the closest match to Larsson's page-turning drama and riveting action.In short, a true blockbuster that had me stopping by Amazon half way through to pick up the sequel, ""The Girl Who Played with Fire.""  It's a shame that Larsson won't be around to keep this intriguing series going, so make sure to savor these.",,
Kindle Customer,"Reviewed in the United States on May 18, 2011",,5.0 out of 5 stars,Greatly enjoyed!,"This book was definately not what I expected, I thought at first that it was going to be this mystical type book, hence the title, but it surprised me. I liked it a lot. It has this hard core, anti-social reject that is the main character that you grow to love: Lisabeth. I love her character! From the very beginning, you grow to love this hard-core tattooed freak from the outstanding authors talents at hatching an ugly duckling as a social reject in a society where it isn't acceptable and you have to have a guardian to take care of you.I also love her relationship that develops with Mikael, the reporter in this story.",,
SheriReho,"Reviewed in the United States on February 14, 2010",One person found this helpful,4.0 out of 5 stars,"Very difficult to get into, but got progressively better.","I just finished reading this book last night and it's hard to imagine it being the same book that I began a month or so ago.  In fact, reading the last third of the book was like reading a completely different book from the first third.The first third of this book made me want to gouge out my eyes--it was so slow and boring that I had significant problems even wanting to pick it up off my nightstand to read it.  It was great for sleeping but not so good for reading!Everywhere I went, people were raving about how fantastic this book was, and I was astonished, since I thought it was a complete bore!  The sheer number of glowing reviews pushed me to continue reading when I was way past wanting to give up on it.Having now finished the book, I can safely say I am so happy that I kept reading.  The story just gets better and better the further you go along.  By the half-way point, I was finally starting to get interested and wanting to keep reading.  By the final third, I couldn't put it down.The Girl With the Dragon Tattoo ends up being a great murder mystery that delves into the closets of rich and powerful characters, tossing skeletons left and right.  I have read a lot of novels about devious, sadistic killers, but I have never read anything quite like this.The thing that made it different from a novel by Jeffery Deaver or Patricia Cornwell is that it wasn't JUST a murder mystery--it was a sweeping family saga, a portrait of two troubled young girls, a story of financial intrigue AND a murder mystery all rolled into one book.  And Lizbeth Salander (one of the aforementioned troubled young girls) is a character you are not likely to forget.If I could grade the parts of this book separately, I'd give the last third 5 stars, the first third 2 stars and the middle third 3 1/2 stars.  While that doesn't exactly come out to the 4 stars I gave it, I felt that the originality of this story and its indelible characters warranted a little boost in the rating.",VINE VOICE,
db1776,"Reviewed in the United States on March 1, 2016",,5.0 out of 5 stars,In my category of excellent.,"I don't like terms like ""the best ever"" or ""one of the ten best"" I don't really rank things that way. Suffice it to say that this is in my category of excellent, and hits all my personal marks for a good read. An extremely diverse set of fully developed people, and a complex tale that has you turning the pages rapidly with anticipation, sad to finish, and eagerly anticipating the next volume.",,
Roseann Ilstrup,"Reviewed in the United States on November 5, 2015",,5.0 out of 5 stars,... of Stieg Larsson's books and I think they are wonderfully written. Amazing stories and the characters he brings ...,I have read all of Stieg Larsson's books and I think they are wonderfully written.  Amazing stories and the characters he brings to life so great.  I bought the forth book in the series so I had to buy the first three to read again because I thought they were so well written I had to share them and someone else must have loved them as much as me because I never got them back.  I hope they are still being read some where.,,
Joanna Horrar,"Reviewed in the United States on December 2, 2015",One person found this helpful,4.0 out of 5 stars,I did not enjoy the first two chapters of this book,"Holy plot line, batman. I did not enjoy the first two chapters of this book, but afterwards, I got so caught up in the story that I finished it in just a couple of days! I will say that there was a lot going on in this book. Not only do you have the main story going on and trying to figure out that mystery, but then you also have Salander's story alongside it as well. It can get a little confusing, especially when there is zero to indicate that we're swapping characters in the middle of a chapter. Overall, this was an intense book with a great story!",,
J. Romeo,"Reviewed in the United States on August 30, 2010",4 people found this helpful,3.0 out of 5 stars,Girl goes bust,"(!BE AWARE SPOILERS AHEAD!) The Girl With the Dragon Tattoo is not the-end-all-be-all that a lot of people are making it out to be and it's certainly not the return of noir fiction that a lot of the critics were yammering about when it was first published. In fact, the book is only average in story and writing. Girl is on par with a John Grisham novel or a Patricia Cornwell novel in that everything is neat and easy. What I mean by ""neat and easy"" is that there is no thinking required in this novel. Everything that happens in the novel is spelled out for the reader. Unlike true detective stories, or the noir fiction of Dashiell Hammett, we are never left guessing that one possible out come is just as possible as another. There's never a zig when we thought we were going to zag. As disgusting as Girl can be at times, there's rape, mutilation, torture, and promiscuous sex just for good measure, we never really fear that our heroes won't find out the mysteryby the end the novel. Everything is solved by a keystroke or other weak plot devices that border on the absurd. Nothing is ever in question and we never fear what is around the next corner because whatever it is we know that our heroes will make it out alive. Girl is full of moments that make you scratch your head and pause for a moment. A keystroke reveals the whole mystery in the book, which was obvious early on in the novel. It took the male protagonist, super-reporter Mikael Blomvkist, moments to find clues in a picture that was over 40 years old. It's possible that the police and Henrik Vanger, the patriarch of the Vanger family who set the whole novel in motion, could have over looked obvious clues. However, we are told that both parties had studied everything in detail concerning the case. A few keystrokes later in the novel, after a pathetic set up, reveals that one of the many uncles floating around is...(hold your collective breath)... a serial killer. When I say serial killer I don't mean the Ted Bundy type of serial killer, but the Nazi in jackboots serial killer. When the secret is revealed, to a tied up Blomvkist, it's done in the most stereotypical fashion-the killer reveals everything and more because he has the hero of the story chained up in a chair! It's a corny let-me-tell-you-everything Hollywood ending. All that was missing was a diabolical laugh. Which only leads to another WTF moment in the novel. If Lisbeth was a computer hacker and all around whiz, why didn't she create a program that made it seem that money was being deposited in the account that Bjurman, her legal guardian in the novel, was in control of while her actual money was being deposited in an account of her choosing? Larsson went out of his way to tell us (another problem with the novel; we are told things, but never shown things) that Lisbeth, heroine extraordinaire, can hack into computers of multi-conglomerates and get away with it. A small program, like the one I mentioned, would be nothing to accomplish. Another problem with Girl is the girl. In Lisbeth Salander, Larsson has created a heroine on par with Wonder Woman. There's nothing wrong with a strong heroine in a novel. Larsson should be applauded for the attempt, but he goes way beyond the ""I am woman hear me roar"" mentality of the women's rights movement. He has created a heroine that can do anything and beat anyone at anything. This makes it hard to write situations that keep the reader in suspense. Lisbeth can literally do anything and beat anyone. Larsson hasn't so much created a strong female character as created demigod. The movie fares no better, but what can one do when the source material is weak? It doesn't help that the director, Niels Arden Oplev, had made a movie that is almost shot for shot from the book. There's a reason why most books made into movies are tweaked for the screen- not everything in the novel translates well to the big screen. Sometimes a director has to lose, or even add, certain things from a novel so that the movie will have a flow. Oplev does try does his best to ratchet up the creepy factor through flashbacks inspired by David Fincher's Seven. However, it only serves to remind us that the entire movie was doomed from the start. A lot of people get furious when someone they don't agree with is cast in a movie from their favorite book. Readers were mad when Tom Cruise was cast to play Lestat in Interview with the Vampire. Comic geeks were irate when Christopher Nolan went with Heath Ledger to play Joker. I'm not one of these people. I figure the director knows what's going on with their film. However, I have to make an exception in this case. In the novels, Lisbeth is described as being 24. So, whom does the casting agent decide to go with? That's right, an actress who appears closer to 40 than 24. The bad casting decision shatters any possibility that the Lisbeth Salander character had at being believable. The book and the movie do little to dispel my already cynical view that both the publishing and movie world cater to the lowest common denominator. However, the American remake may be better than the original. A lot of people won't agree with me because a lot of people subscribe to the bourgeois view point that if it's coming out of Hollywood it will be garbage. Even having Fincher direct the project won't change the minds of these pseudo-intellectuals. I, for one, can't wait to see the American remake. Fincher has directed some of the creepiest and grittiest movies made in the past fifteen years. Hopefully, Fincher will add a level of mystery and suspense that both the book and the original movie are sorely lacking. Just remember: The Girl with the Dragon Tattoo is not noir fiction, Stieg Larsson is no Raymond Chandler, and you have better things to do with the two hours it will take to watch the movie. [...]",,
Ann,"Reviewed in the United States on March 19, 2012",,5.0 out of 5 stars,Girl with the Dragon Tattoo trilogy.,"These books are page turners and were really hard to put down. I'm not into mysteries and who done its this is totally different. I wasn't expecting this at all. The characters are really well developed, there wasn't any drag anywhere and not once did I have urge to skip anything and the endings to each of the books aren't anti-climactic in any way shape or form. These books do have a violent nature so careful. The best way to describe Lisbeth Salander is the perfet anti-heroin. I love her character. It's a real disappointment and a huge loss that Stieg Larsson passed away, I could not even fathom what his other books would have been like.",,
Joseph Valentine Dworak,"Reviewed in the United States on December 6, 2011",,5.0 out of 5 stars,Why did I wait so long?,"This is such a fantastic book.  Well written, suspenseful, great character development, it has it all.  I have no idea why it took me so long to read this book.  My wife read it last year and I have wanted to read it for so long, and finally did.  It is well worth it.  I am already figuring out when I can start reading the next two books, but for now, you can't go wrong with this book.It is a little on the violent side, but not over the top.  Larsson did a great job of weaving in so many plot lines it reads like an Agatha Christie novel but with so much more intensity.  I would highly recommend.",,
Sarah,"Reviewed in the United States on October 18, 2015",,3.0 out of 5 stars,I really wanted to like this book more since there was so much hype ...,"I really wanted to like this book more since there was so much hype surrounding it. However, I found it was very dry and long. It took me a long time to get through it and at times I almost abandoned it. It did have good parts towards the end but the beginning really drug on. I also know that this is translated from swedish I believe and a lot of the references are just over my knowledge and made the story hard to follow.",,
A. Alexander,"Reviewed in the United States on January 24, 2010",One person found this helpful,3.0 out of 5 stars,Frustrating.,"I'm not sure what all the hype is surrounding this book. It was a moderately engaging mystery with some good twists, but AT LEAST 250 pages too long. The entire thing to page 408 was one long information dump, and the secondary story line was totally left hanging at the end. Lisbeth Salander was by far the more interesting character, sensitively written and very enigmatic but it was her story that was left hanging at the end. After plowing through all that other info, I feel robbed of the payoff that I was actually interested in. Not sure if I'll read the sequel, hoping to find that payoff or not to chance it, considering if it's not there, there won't be any follow ups.",,
Jennifer Sharkey,"Reviewed in the United States on August 12, 2010",One person found this helpful,3.0 out of 5 stars,Just ok for me - didn't live up to the hype,"I *had* to read this book based on all the hype surrounding this series.Crime fiction is not normally the type of book I read, this resulting in my having to read slower to understand what I was reading.  I know this book is Swedish, but the references to different streets and towns added to the confusion.  Plus the author kept referring to people by their last name, and sometimes by first name.  I had a hard time keeping the supporting characters straight.The plot was just ok for me.  I felt most of it was predictable.  By the end of the book I was invested in Lisbeth and Mickael and ready to read the next book.",,
