username,date,Helpful count,stars,review title,Review text,Badges,Top Contributor
Mom23Men,"Reviewed in the United States on March 24, 2013",One person found this helpful,5.0 out of 5 stars,Salander's Story,"If you found yourself wondering what in the world kind of childhood could produce an adult like Salander, here's your answer.  I loved reading her history and what made her tick.  This book is about her and her warped father.  She's still full of surprises.  Filled with the dramatic and a wonderful action ending.  Of course the playboy reporter is back, bringing all the sexual tension.  This was even better than the first book.",,
Spindoc1991,"Reviewed in the United States on November 12, 2010",One person found this helpful,5.0 out of 5 stars,Best book I've ever read!!!!,"I am now reading the third book in the trilogy and am SO SAD that there will be no more. I am fascinated by Larsson's stories and by the fact that he died before these 3 books were published. What wonderful writing and reading! I LOVE Lisbeth Salander. She's the best character I've read, well, maybe ever. These are BY FAR my favorite books and I read 5 to 10 books a week! Anyone who loves crime fiction with more than your average private dick characters (too common!) will LOVE this book and it's two sisters. READ IT! You'll love it as much as me! GREAT WORK!!!",,
Migdy N,"Reviewed in the United States on March 13, 2010",,5.0 out of 5 stars,A definite page turner,"This book is even better than the first one, it's fast paced and I could not put it down, i am lucky that a friend got the last book in Europe and let me borrow it because I couldn't wait until May to continue the story. I am sorry that Larsson died and we will not be able to enjoy his great writing anymore. I have read other Scandinavian writers (from Norway and even Sweden) and they tend to be a little boring although very deep. Larsson broke the mold. Do not let the few first pages fool you into believing this is not a great book.",,
Joyce Goldberg,"Reviewed in the United States on May 19, 2010",,5.0 out of 5 stars,Fantastic Book,"This is the book written by Stieg Larsson after ""The Girl with the Dragon Tattoo"".  While I really liked the first book, I liked this one even better and can't wait until the third book comes out.  What a shame that he died because he was a good writer.  I like the way he developed the main characters and he built suspense so that it was difficult to put the book down once I started reading. One can learn a bit about Sweden too because he brings in a little bit of history, politics, etc.  I feel this is a book well worth reading.",,
Madame Hyena,"Reviewed in the United States on December 3, 2012",,4.0 out of 5 stars,Lisbeth Salander Take Two,"The book opens with Lisbeth taking some time off and basically doing what she wants where she wants. As usual she doesn't bother to let anyone know where she is and doesn't care much for the consequences of her actions. But she soon gets dragged back into the action and mystery when two journalists are killed and she is framed for it. This book starts the long process of revealing Lisbeth's personal and family history. This is a great book, but not my favorite in the series. Still a solid book.",,
Coco the Koi,"Reviewed in the United States on July 2, 2013",One person found this helpful,4.0 out of 5 stars,Great Part II,"I really liked the book - it's been a while since I read the first one, but it was necessary to remember the first one otherwise you have no idea of what's going on.  I'm going to start the third one which is a direct continuation of this book.  If you think of the trio as one book then it all is great.  This one does not stand alone which is why I gave it only 4 stars.  But I really, really enjoyed it.",,
Old Marine's Wife,"Reviewed in the United States on March 29, 2013",One person found this helpful,5.0 out of 5 stars,Loved it!,"If you love mystery and Scandiavian authors you must read this series.  These are the books that got me hooked on Scandiavian authors and I was SO sorry to hear of Stieg Larsson's passing.  The books are raw, gritty, sometimes it can even make you uncomfortable but the author works his magic and sucks you in with every twist and turn.  In this book I loved the why the author revealed the past of this complicated young girl.",,
Eric,"Reviewed in the United States on October 9, 2009",2 people found this helpful,5.0 out of 5 stars,Not put downable,"This book is fantastic. I couldn't put it down. That was a problem because I have two young children, a dog, and spouse who all count on me to get things done.  So I was forced to read late into the night and spend the day after in a blary-eyed state.  Still, in the end it was worth the sleep deprivation.  This one is better than the first. So good, in fact, that in my eagerness to acquire the third and final book in the series, I went to Amazon's UK site and ordered it from there (since the US release is not scheduled to until mid 2010).",,
Cercie,"Reviewed in the United States on April 13, 2019",,5.0 out of 5 stars,Best book series,This whole series was best books of my summer. I believe this is book number 2,,
Mark Williams,"Reviewed in the United States on January 24, 2011",3 people found this helpful,2.0 out of 5 stars,RIP,"This author seems to have run out of steam after his first book. If I was reading this on a plane, I think I would scream. The writing style is painfully tedious. There is far too much minute detail and sidetracks that are frustrating diversions from the main story. Sometimes it seems as if I am reading a screenplay with demanding emphasis on the setting rather than the story. It is almost as if the author is bragging about how much research he did into the sex trade industry, or the organization of certain Swedish government agencies. I realize that this English trilogy  is a translation from Swedish, and I have no idea how much style is lost in translation. I kept feeling that the book was a collection of chapters printed in monthly magazines over a period of time. The fact that all three books were submitted right before the writer's demise suggests that it might have been his family who decided to publish works they found among his possessions. It certainly seemed that these books could use some serious editing so they would get to the point sooner. Instead of a Who Done It, it often seemed a Why Done It.",,
exlibris,"Reviewed in the United States on August 27, 2009",One person found this helpful,5.0 out of 5 stars,A burning sensation!,I only wish this author was still alive. His writing flows and the story never wavers in it's intensity. I have to agree with other reviewers who said this novel was better than the first and I think that is a result of the well defined character of Lisbeth Salander.  One of the few novels I have read by modern authors where the story contains such a strong female character from which the story evolves. And there's still more to come!  I may have to ask someone to ship me the next novel from Europe as I don't want to wait for another year here in the US.,,
Seth Garrison,"Reviewed in the United States on March 25, 2015",,5.0 out of 5 stars,I couldn't stop reading! such an amazing story! it is more fast paced than the movies.,"This second book starts slow, but as an investigation begins into a serious of unconscionable murders that implicate Lisbeth Salandar, the pace quickens. On several occasions I felt my heart drumming against my chest.This is an amazing drama revealing some spectacular characters. Mikael Blomkvist is unswerving, Salander continues to amaze with her unbreakable soul, and all the other players are believable to a point that you can identify with them, hate them, admire and love them.During the course of the investigation the names of the players get a little confusing, but that's my only criticism.",,
Ronald McGill,"Reviewed in the United States on June 26, 2011",,5.0 out of 5 stars,Uncovering sordid crime,"I thought the first book (...the Dragon Tattoo) was very good but for me, this was better. It was a page-turner (which it had to be, given its 600 pages). It delved into the sordid underbelly of crime in the sex industry, ultimately centering on Sweden. The violence is well described. At times, you can feel it. The main characters flow from the first book so it might be helpful for those who have not done so, to read that first. I can't wait for my next long journey to get into the last of the trilogy.",,
Alexander Garden Reeves,"Reviewed in the United States on August 9, 2016",,5.0 out of 5 stars,Lisbeth Salander ---Hacker's Heroine,"Another riveter by Larrson in his Lisbeth Salander trilogy.  Too badhe was tragically cut off so soon --- but the surrogate David Lagercrantz ,picked by the family to continue the series, seems to be carrying the torch well with the fourth chapter-'The Girl In The Spider's Web',also  a riveter .",,
Mark's Mom,"Reviewed in the United States on December 9, 2009",One person found this helpful,4.0 out of 5 stars,Great book!!!,"Even after 500 pages, I was not ready for the book to end.  (So I've preordered THE GIRL WHO KICKED THE HORNET'S NEST).  Not being familiar with the details of locations in Sweeden is not a problem and does not detract from the plot and the suspense of the book.  The heroine - Lisbeth Salander - is an independent, bull headed twenty something who has experienced serious physical and emotional abuse within the social services system.  She possesses extremely useful computer hacking talents as well as a photographic memory.  Both of which complicate her ability to deal with people.  She is viewed by many to be dangerous - the murderer of at least three people.  The hero - Mikael Blomkvist - is a magazine writer/owner who exposed wrong doing within financial institutions.  Now the project of the magazine is the illegal sex trade involving Swedish law enforcement, society and businesses.  The murder of two people who are working to document such evils triggers the hunt for LS who is accused of the murders and the efforts of those who believe in her to prove her innocent.",,
Opal_Oc,"Reviewed in the United States on November 29, 2013",,5.0 out of 5 stars,GREAT book,"I love the 2nd book just as much as the 1st one.  The story is simple but the writer added so many twista (especially the political one) to it to make it more captivating.  The book is definitely a page-turner, that is, after the first 200 pages. It started slow.  I appreciates how the writer linked in some of the parts from the 1st book.  The ending of the book was crisp, which I much prefer than a lengthy ending.",,
T. Lomeli,"Reviewed in the United States on May 21, 2011",,5.0 out of 5 stars,She's back.,"In this story, you're going to be taken through an exciting mystery, surrounding a sex trafficking scandal.  If you're thinking that The Girl with the Dragon Tattoo, was a perfect ending to the story and you don't understand how the characters could possibly develop further, than you clearly haven't even tried the sample, because when you're finished reading this one, you'll being dying to know what's going to happen.  Salander is in deeper than ever, and could use the help of her closest friends, including Mikael Blomkvist. It's a very intricate story that evolves Salander's character more than you may have thought possible.",,
david staddon,"Reviewed in the United States on November 27, 2018",,4.0 out of 5 stars,At least matches the first Lisbeth Salander book!,"great book with terrific character development, but even though I am not a prude, the early part was a little too kinky for me. People who haven't read either of the other two books dealing with Salander might well decide not to continue.",,
R. Gomez,"Reviewed in the United States on January 26, 2019",,5.0 out of 5 stars,A Real Page Turner,The first book was excellent! This one was better. I can’t wait to read the 3rd book in the trilogy!,,
Traci,"Reviewed in the United States on May 10, 2010",,5.0 out of 5 stars,Loved it!,"While I enjoyed the first book, it seemed to drag on with lots of set up and didn't really pull me in till the middle. The Girl Who Played with Fire had me from page 1. The characters are amazing - you love them, you hate them, but either way, you care about them and need to know how their lives play out. The mystery, as with the first book, is smart and creative and keeps you guessing till the end. I can't wait for the 3rd book and am saddened every time I think of what an amazing author the world has lost.",,
Sandra Ramos O'Briant,"Reviewed in the United States on March 28, 2010",One person found this helpful,4.0 out of 5 stars,Punk Meets Pedophile,"In Larsson's first book, The Girl With the Dragon Tattoo, we're introduced to one kickass heroine in the form of the petite and punked-out Lisbeth Salander. She returns in the second book sans one tattoo and her nose ring, but with breast implants.Larsson underlined her boyish appearance in the first book, and the sadistic pedophiles she attracted because of it, so the new boobs are a dramatic departure. On the other hand, they may just be another couple of piercings for her. We are meant to see a softer side of Salander, but don't let her new toys fool you. Once she takes them for a test run with a new guy and an old girlfriend, she's still the same feisty-cum-deadly adversary we've grown to love.Her bisexuality fits right in with the popular freewheeling stereotype of Sweden, but homophobic cops do not, nor do the unequal treatment, sexual harassment, and brutalization of women, especially the psychiatric professionals who have ""a state-endorsed mandate to tie down disobedient little girls with leather straps.""In addition, while Blomkvist, the other central character in both books, is fine with his primary lover, Erica Berger, being married, and she admits to enjoying the occasional ménage, even he would never consider a three-way with she and her husband. That just doesn't seem Swedish, if you know what I mean.In Larsson's first book, each chapter was introduced with a statistic of the abuse women suffer in Sweden at the hands of men. Indeed, the original title of that book was ""Men Who Hate Women."" In The Girl Who Played With Fire, big money criminals, petty thugs and a corrupt SAPO (Swedish National Police Board), collide with a thriving sex trade. If sex is so freely available in Sweden, how do prostitutes and their pimps thrive?Larsson gives us a birds-eye view of ordinary middle class people living conventional lives. The other lesson is that purchased sex comes with permission to be brutal, and therefore attracts a certain brand of customer. With the former, we indulge in one of the primary pleasures of foreign fiction - a glimpse at how other people live their lives, but with the latter we get the author's point-of-view through both Salander and Blomkvist.""What's right,"" is something both characters contemplate. Loyalty is at the top of the list for each of them, and Salander is learning about friendship. A major turn for Lisbeth is her growing ability to trust men. Frequent coincidence is an all too convenient authorial device to move the plot forward. Both the police and a private detective agency are a bunch of inept bunglers, but I ignored them because I wanted to find out what happened next.I was hoping that Salander would mete out her particular form of punishment to the bad guys with a full charge of her taser. I was not disappointed. Even without that charming bit of modern technology, Lisbeth is a quick thinker, lithe, and she fights with everything she's got. The girl has suffered plenty in her life, and it's payback time moderfokker!**contrived reviewer Swedish slang[...]",,
Ruplessis,"Reviewed in the United States on April 17, 2015",,5.0 out of 5 stars,"Great Stuff, Great Stuff","Woooo, Okay. I did manage to put this book down. But it was only because I needed to catch some sleep for my first day of work after vacation. Larsson is a phenomenal writer. Detailed, concise and well built story. Kept me guessing all along and there is no question about the logic involved in the unravelling of the plot. Needless to say I bought the Girl Who Kicked the Hornet's Nest before finishing this one for a smooth transition. Love these long books :D",,
msdillo,"Reviewed in the United States on September 26, 2009",One person found this helpful,5.0 out of 5 stars,Even better than his first book,"I really enjoyed this book, as I did Mr. Larsson's first book The Girl with the Dragon Tattoo.  However, I thought this book was even better.  The character of Salander is wonderfully written and she never bores you.  The plot was excellent and we learned more about Salander and her history.  I wish we knew more about Blomkvist - he is a complex character but not yet fully fleshed out for me.  I am so very sorry that this wonderful writer died and that we only have one more book in this series to enjoy when it is released",,
Sandra Farrar,"Reviewed in the United States on August 1, 2010",,5.0 out of 5 stars,Outstanding!,"This is the second book in the Millennium Trilogy by Stieg Larrson. I read the first book and thought it was quite good and I just finished this, the second book. It was even better then the first. I am glad I purchased all three books and started with the first one because I got to know and understand the characters that continued into the second book. I can't praise this book enough. I am about to start reading the third and final installment of the Trilogy and look forward to another terrific read.",,
H. Walters,"Reviewed in the United States on September 19, 2011",,4.0 out of 5 stars,Great but graphic,"Great book, but it really is quite graphic.  And I think there are some cultural differences that make some bits somewhat disturbing in the US that may be less disturbing in the authors culture (like a 25+ woman having relations with a 16 year old boy).For the most part, it is a well written, good plot that keeps you thinking/guessing.  It is well translated as well.  I recommend for adults only and not those who may be easily offended.  It's not just the language that is graphic.For those with an open mind, if you like Mathematics, you'll love some of the details in this book!",,
Nate Kowal,"Reviewed in the United States on February 17, 2011",,5.0 out of 5 stars,Not What I Expected,"After finishing the first book in The Millenium Trilogy I was worried about reading the second and third books because I thought nothing could top the neat little package that was The Girl with the Dragon Tattoo. Lucky for me and millions and millions of others, I was wrong.The book starts off simple and stays that way for a while but also not in the way that it was hard to get through the beginning of The Girl with the Dragon Tattoo for the first time. I was excited to read backstory - especially about Lisbeth - so much so that I was so caught up with it that when the main conflict struck I was completely caught off guard. The book is more relaxed that the first in the series and that was nice to see because when Larson is relaxed his writing and his characters are at their best. In the last half of the book, just like last time it became a race to see the resolution and I couldn't turn pages fast enough.I blew through the book in less than a week and was glad that I had the third book already on my Kindle so that I could start it right away. My best recommendation when it comes to this book other than reading it is having the third one on hand so that you can immediately start reading it after finishing this one. This is part 1 of a two part adventure and it is simple to figure out why - you don't want to carry around a thousand page volume for two weeks or more.",,
Kathy K,"Reviewed in the United States on April 18, 2019",,5.0 out of 5 stars,Excellent,Loved this book and look forward to the next in the series. A great page turner and highly recommend it!,,
Anthony J Marella,"Reviewed in the United States on August 11, 2014",,5.0 out of 5 stars,Better then the Girl with the Dragon Tattoo..  Your going to really love Elisbeth,Way better then the first book this book is intenseok like The Girl with the Dragon tattoo expect  the first 50 pages like the first bookdragged boring. but like the first it takes off quickly and its non stopIn this second part it is focused on the incredible Elisabeth  and her worldIf you enjoyed the first book  The Girl with the Dragon Tattoo your going to love this one,,
Jana M,"Reviewed in the United States on July 14, 2014",,5.0 out of 5 stars,I really have enjoyed this trilogy so far,I really have enjoyed this trilogy so far. There are definitely parts in the story that drag and lag excitement but overall the writing is very good. Story line has tons of twists and turns and keeps you engaged for the most part.  Definitely a good series that I would recommend to anyone who wants to have a long set of books to read. I will say there were quite a cast of characters and it was a little hard to keep them all straight. This goes for the whole trilogy thus far (haven't started on the last one yet),,
Alex Bussey,"Reviewed in the United States on January 7, 2019",,5.0 out of 5 stars,Perfect series,I am so glad the series did not end. I highly recommend if you're interested in this type,,
america,"Reviewed in the United States on March 26, 2019",,5.0 out of 5 stars,AMAZING,Such a well read novel. I had read the series years ago and finally decided to try an audiobook. The narrator does an amazing job!! Highly highly recommend.,,
Truth B Told,"Reviewed in the United States on September 27, 2013",One person found this helpful,5.0 out of 5 stars,Book  Girl who played with fire,This is a great read.  You will want to read the whole series though.  Start with The Girl with the Dragon Tattoo and end with The Girl who Kicked the Hornets Nest.  The girl that Played with Fire is in the middle.  You might enjoy the movies as well.  The Swedish version with English subtitles and the Hollywood version.  I did not see the Hollywood version.,,
zboat,"Reviewed in the United States on June 11, 2013",,5.0 out of 5 stars,"New Story but great ""second"" chapter.....","A totally different story involving the same primary characters as in ""The Girl With The Dragon Tattoo"" minus the Vangers. Harriet does make some cameo appearances and of course, hops into bed with Mikael. There are a lot of little side-stories going on that are irrelevant to the main story line but they are interesting. But then, real life has multiple stories going on at the same time. If you liked ""The Girl With The Dragon Tattoo"", you will enjoy this next chapter. If you've seen the movie, this book fills in the details.",,
Kindle Customer,"Reviewed in the United States on September 2, 2017",,5.0 out of 5 stars,Girl who played with fire,Excellent! Excellent! Excellent!  Loved this book!  I believe that this book was better than thee first one.  I'm getting ready go start the 3rd book!,,
R. Jones,"Reviewed in the United States on September 9, 2014",,5.0 out of 5 stars,Expertly Crafted and Full of Tension,"Fascinating sequel to 'Dragon Tattoo.'  I won't go into plot details which so many reviewers have provided, but I this book is a necessary transition from the first book of the series to the final in 'Hornet's Nest.'  Builds tension expertly, develops characters, introduces some new ones, and delivers us to the doorstep of 'Hornet's Nest,' the final book of the series.",,
Born To Read,"Reviewed in the United States on March 15, 2016",,5.0 out of 5 stars,No better contemporary story has ever been written,"Most intelligent subjects ever, the story happens in Sweden, but is reflective of our collective destiny worldwide. Politics are the same everywhere, greed and treason ever present.Our heroes Mikael Bromkvist and Salander represent justice and courage. Intelligence and courage win. But what adventures!",,
Michael V. Wright,"Reviewed in the United States on February 6, 2020",,1.0 out of 5 stars,Terrible quality,"The book arrived looking well enough but when turned on its side looked like a child had bound the book.  The pages are out of alignment.  The book is an embarrassment.  Dont buy from this seller.  The sell cheap, garbage.  Not something worthy of your library.",,
Rebecca,"Reviewed in the United States on June 24, 2016",,5.0 out of 5 stars,"starting with ""The Girl with the dragon Tattoo"" is one of the absolute best series i've read - downright fantastic writing - ama","The Stieg Larson series, starting with ""The Girl with the dragon Tattoo"" is one of the absolute best series i've read - downright fantastic writing - amazing plots, and very complex interesting characters. All 3 books were amazing and i highly recommend ALL of them",,
Gr8ful Glenn,"Reviewed in the United States on November 5, 2018",,5.0 out of 5 stars,Lizbeth,"A classic heart racing epic. Highly recommended, and not for the faint of heart. Accidentally read the last book first, so it was nice to have the muddle story.",,
NightOwl,"Reviewed in the United States on August 12, 2012",,4.0 out of 5 stars,"Had to Self Edit as I Read, BUT....","It was still a strong story. However, simply put it was AT LEAST 250 pages too long--AT LEAST. The beginning of this book grips you as we watch Lisbeth Salander weather a tropical storm and save the life of another helpless woman.  I could call that part unnecessary and expositional but the entire part effectively endears us to Lisbeth Salander. She IS the allure of these books. Period. And so by the middle of the book, as soon as the journalists are murdered, we lose sight of her for pages and pages and PAGES! And I grew more and more and MORE frustrated by the endless tail-chasing by the police and the other journalists. And the repetitive dialog of the details. Because I knew the entire time that Mikael and Lisbeth were going to solve the murders anyway!!! Not the police! That's how these stories go. The antag and protag solves the case! So why in the world do what to read through all of that blabbering???? Then to make it worse we, the readers, learned early one who killed them all anyway! It was just exhausting, BUT...I don't know. I give it 4 stars instead of 3 because, even with the dense and repetitive quality of the prose, Larsson has created a masterpiece when he created Lisbeth Salander, and that is not easy to do. And, furthermore, I couldn't sleep. I had to keep reading through the tail-chasing until Lisbeth reappeared. Then, once she showed up, I couldn't get enough! Ended up going to bed at 5:30AM and finishing today! Now that's the reason why readers are always on the search for a good book. The, ""I can't put it down"" high. The fact that I had to speed read/self edit through the bulk of it, took it from a 5 to a 4 star.I would say, to those who are considering this series that it's totally worth getting to know Lisbeth Salander.But I don't know if I have the energy to get through the third book; I'm still assessing myself--I'll know soon.",,
Senor Zorro,"Reviewed in the United States on August 10, 2009",3 people found this helpful,5.0 out of 5 stars,"Excellent, but a word of caution before you read this one","I received this on the Kindle the day it came out and finished it very quickly.Three quick thoughts:1. It is excellent.2. No way you should try to read this without having read the first book.  This one gets off to an awkward start trying to bring the new reader up to speed with the events of the first book - it doesn't really work, and there are some things that just have to be read in the original to make any sense (Lisbeth's stolen fortune, her blackmail of Bjurman, her affair with Blomkvist, just to name a few). Consider yourself cautioned.3.  This book paves the way for the next one, leaving a lot open question about who is gonna go to jail, and who is gonna get away with murder, and why.Looking forward to the next one; in the meantime,  I'll get more Swedish bleakness and criminality in the Wallender books.",,
Island bookie,"Reviewed in the United States on April 6, 2011",,5.0 out of 5 stars,The Girl who Played with Fire,"Like both of the other ""Girl Who...."" books from Stieg Larsenn this, too, is a gripping story. So gripping, in fact, that it is extremely difficult to put the book, or in my case, the iPad down once you have read 40 or 50 pages. ""Played with Fire"" follows on from ""Dragon Tattoo"" though it does not pick up immediately after the first of the three book saga. Much like the rest of the book Larsenn manages to leave one in a state of suspense at the end of the book so that purchasing ""Kicked the Hornets' Nest"" becomes almost an obsession!A great read.The Girl Who Played with Fire (Vintage Crime/Black Lizard)",,
John L. Worrell (Coarsegold),"Reviewed in the United States on April 7, 2014",,5.0 out of 5 stars,Another Great Book from Stieg Larsson,"I saw the movie ""The Girl with the Dragon Tattoo and liked it so much that I bought his second book.  I must say that he keeps you interested with every page, no slow parts.  His stories are filled with many characters that are well tied together to make his book exciting and intriguing till the end.  Can't wait to read his 3rd and last book.  What a shame that someone with his talent is taken so soon.",,
Luci Chick,"Reviewed in the United States on December 12, 2016",,5.0 out of 5 stars,... have read Stieg Larsson's books this book does not disappoint. It picks right up in the series,"If you have read Stieg Larsson's books this book does not disappoint.  It picks right up in the series, although you can read without the first book to prep you.  Characters are well developed. Easy read.",,
John R.,"Reviewed in the United States on January 10, 2013",,5.0 out of 5 stars,The Girl Who Played...,"I bought ""...Dragon Tatoo"" a couple of days after my daughter surprised me with a Kindle Fire HD at Christmas (012) and I had seen the Swedish flics as well as the American effort. The whole series is so good I read them one, two, three. finishing the last ""...Hornet's Nest."" and found myself mourning Steig's demise in a selfish way See I suspect that Lisbeth's sister was perfect as a mechanism to let her keep goin'.",,
shar,"Reviewed in the United States on January 15, 2014",,5.0 out of 5 stars,Yes I am a fan,"I think a rabid ran would be it.  Loved this series, tolerated the foreign films (all three) - loved the first Sony version with Mara who was The Dragon Tattoo girl as described to the reader in the first book.This second of the trilogy took us away with  Salandar a little differently, but had me grabbing for the third in the series.Have read all three at least three times.",,
Maret Rank,"Reviewed in the United States on April 6, 2015",,5.0 out of 5 stars,"Love author, was so sad when he passed away","This series was what got me started reading Scandinavian Crime Noire novels!  Love author, was so sad when he passed away, partly (selfishly) because he  was unable to finish the series...  Became very involved with the characters!!  Apparently, his life partner had helped him in the writing, and had a plot outline for rest of series!  However, author's father wouldn't allow her to write the remaining books in series... :(  A big loss for the readers and fans!!!",,
P. Whiting,"Reviewed in the United States on April 28, 2010",,5.0 out of 5 stars,Stieg Larsson does it again!,"If you loved ""The Girl With The Dragon Tattoo"" you won't be disappointed with this next book in the series. The focus is on Lisbeth Salander, but our friends at Millenium magazine go along for the ride. I had to force myself not to skip to the end to find out Lisbeth's fate numerous times and the tension grew. Excellent cliff hanger ending. I'm very anxious to have the loose ends tied up in the final book ""The Girl Who Kicked the Hornet's Nest."" Glad it's release is only a month away.",,
AJ9876,"Reviewed in the United States on October 11, 2014",,5.0 out of 5 stars,Awesome Story,"This book is written with incredible pace. Larsson doesn't try to get all poetic with his characters' actions and environments. He doesn't talk about the fall sun casting long shadows upon the trees, as the main character pulls his jacket closer and hurries his step to escape the chilling winds howling off the bay next to Stockholm. There's no flowery ra-ra nonsense here. Larsson gets straight to the point. He tells you who, what, where, when, why and how--just like a good journalist would do. Instead, he just tells a damn good story.",,
Dana Y. Bowles,"Reviewed in the United States on April 28, 2010",,5.0 out of 5 stars,FAB*U*LOUS.....!!!!!,"Lisbeth Salander is back....and just as antisocial and strange as ever.  Estranged from ex-friend, lover and journalist Mikael Blomkvist, she still finds herself partnering with him--albeit, from afar---to bring down a vicious group of criminals specializing in the trafficking of young girls.  When three murders are discovered within the city and tied back to Salander, she goes underground.  While Blomkvist immerses himself in proving Lisbeth's innocence and finding the real killer of his friends, Lisbeth herself is less concerned with the media's portrayal of her as a murdering psychopath and much more focused on following the trail of blood to see where it leads.  Where it takes her is on a trip into her past....a painful past that brings her face-to-face with an age-old enemy whose very existence is impossible to prove....A huge improvement from its slower predecesser, The Girl Who Played With Fire is a thriller of the highest order.  A true pageturner that most readers will find impossible to put down.  Great book.DYB",,
AB,"Reviewed in the United States on August 23, 2015",,4.0 out of 5 stars,Link in a good series.,"I chose this rating because this book was not as good as the first in the series.I enjoyed the pacing more than the first but that was about it. It got off to a much faster start and kept me most if the time without the long lulls in between.However, while I was entertained the whole time the ending wasn't anything special for me. It all seemed anticlimactic. Had a woefully hollow ""bad guy"" compared to the first.I did enjoy that the author moved between a few more characters. It added some real tension to the middle of the book. It also allows for variable interpretation and meaning between characters.",,
William A. Cooper,"Reviewed in the United States on February 26, 2020",,5.0 out of 5 stars,Tough girl,Love this trilogy,,
Nana Susan,"Reviewed in the United States on August 1, 2011",,5.0 out of 5 stars,The most fun read that I have had in a long while!,"This would be the second of the three books that start with ""The Girl with the Draqon Tatoo"".  Read that one first!  This trilogy is really one very long book, published in three volumes.  You really should read the first one first.  That said, I devoured all three of these books and mourn that the author died.  I would buy anything that he wrote! ""The Girl Who Played with Fire"" was just as engrossing as the first book and the last book - ""The Girl Who Kicked the Hornet's Nest"".  Enjoy all three of them!  I certainly did.",,
"Amazon Customer..,","Reviewed in the United States on December 2, 2015",,5.0 out of 5 stars,Brilliany.. slow to dyary as storg sts up ...,Brilliant.. slow to start as author sets uo the chatactrts .. but the story line and detai is grrat .. and then fast moving Is masterful ... suggest reading all three books .... read gitl with  dragon tatoo first .. this book second .. thr gorl who kickef horneys nest last .. what a wastr to lose such a brilloant author,,
ChristineB,"Reviewed in the United States on July 21, 2010",,5.0 out of 5 stars,Good read!,"I really enjoyed this novel, as well as the next two novels in the series.  The story started out slow because the character development is very good, and the back story is intricate.  It is worth getting through the first, slow-paced 50 pages, if you are looking for a suspenseful thriller with richly written, creative and sometimes surprisingly likable heroes.  Also, it is refreshing to read a novel that conveys the European open-mindedness and truthful, if not painful, acceptance of human differences and individuality in it's main characters.  Stieg Larsson was a talent.",,
marcie freed,"Reviewed in the United States on September 18, 2017",,5.0 out of 5 stars,Grabs your mind and won't let it go!,"I wish the author was alive to know the stimulation his works are to a brain tired of so-so books. This series is fun! It makes me want to be braver, more determined, angry, adventurous, and even makes me want to sight see in Sweden.",,
Amazon Customer,"Reviewed in the United States on April 16, 2015",,4.0 out of 5 stars,fire to extinguish,"A continuation of the trilogy, book 2, which gathers the reader into the lives and activities of the characters of this series as they plod their ways. Numerous interruptions, scenarios and interpersonal relationships make this a page turner which can lead to sleepless nights as the reader loses track of time. A great second book in the series.",,
Jillian Arrowsmith,"Reviewed in the United States on April 1, 2011",,5.0 out of 5 stars,Could not put this down!,"This is the exciting follow up book to ""The Girl with the Dragon Tattoo"".  It continues following Mikael Blomkvist and Lisbeth Salander further down the rabbit hole.  Lisbeth is accused of murdering three people, and Mikael will stop at nothing to prove her innocence.  He blindly follows his gut instinct that she is innocent and begins to unravel a conspiracy story that goes so far up it will blow you away.  The intrigue and suspense Stieg Larsson creates with this epic novel literally made it almost impossible for me to put down.  New characters are introduced and revelations about Lisbeth's past create some dynamic insight to her character.  If you enjoyed the first novel this one does not dissapoint.  In fact, I think it surpasses all expectations and immediately leaves you with the desire to finish the story and read the third novel.",,
Dolunay Kiz,"Reviewed in the United States on March 21, 2014",,5.0 out of 5 stars,Loved this entire trilogy,"This is a great piece of Swedish detective literature, and in good Swedish fashion it's juicily violent in quite a few places. I have no idea how a book trilogy, of which the first was called ""Men Who Hate Women"" in its original Swedish came to have the word ""girl"" in all three titles (she's in her MID-TWENTIES, for crying out loud). But other than that, a great read I couldn't put down.",,
Gabesdaddee,"Reviewed in the United States on September 29, 2011",,4.0 out of 5 stars,Lisbeth Salander 89.5 Pounds of Pure Kick Ass,"What an excellent book!  I couldn't put it down.  The pace was certainly quicker than Dragon Tattoo.As with the previous book, this book was dark.  But at the same time, I actually found myself laughing a few times.  Paolo Alto's comment to Blomkvist when he was in the hospital actually cracked me up.What an ending to the book!  It had me wanting more.  Thankfully Hornet's Nest was out already.  Otherwise I would have gone nuts!",,
lmmorkc,"Reviewed in the United States on September 6, 2012",,5.0 out of 5 stars,The girl who played with fire,"I read ""The girl with the dragon tatoo"" for my book Club (Van Horn Book Club of KCMO).  It was so interesting (after chapter 3)that I immediately downloaded book two, ""The girl who played with fire"". Reading it was more exciting and as soon as I completed it, I downloaded ""The girl who kicked the hornet's nest"".  I was depressed after completing it knowing that there will not be any more books in the series because of Mr. Larson's demise.  The books kept my attention(in fact I did more consistent reading in the past month than I have in years)with the intrigues of mystery, romance and sex.Lynda Moore WalkerKansas City, MO",,
